TMU ID, Legacy TMU ID, Site Name,,,,,,,,,
233C060F5CC92DDDE053802011AC0D83,30016383,TMU Site 9956/1 on link A1081 westbound between A505/B653 and M1 J10; GPS Ref: 509008;218723; Westbound,,,,,,,,,
,,,,,,,,,,,
Local Date, Local Time, Day Type ID, Total Carriageway Flow, Total Flow vehicles less than 5.2m, Total Flow vehicles 5.21m - 6.6m, Total Flow vehicles 6.61m - 11.6m, Total Flow vehicles above 11.6m, Speed Value, Quality Index, Network Link Id, NTIS Model Version
2016-06-09,23:14:00,3,199,181,8,7,3,74.77,15,200110536,4
2016-06-09,23:29:00,3,237,220,10,5,2,75.76,15,200110536,4
2016-06-09,23:44:00,3,168,151,6,4,7,77.2,15,200110536,4
2016-06-09,23:59:00,3,130,117,5,4,4,77.97,15,200110536,4
2016-06-10,0:14:00,3,164,144,10,5,5,75.07,15,200110536,4
2016-06-10,0:29:00,3,140,127,5,5,3,77.28,15,200110536,4
2016-06-10,0:44:00,3,116,103,4,2,7,76.1,15,200110536,4
2016-06-10,0:59:00,3,124,111,5,6,2,80.67,15,200110536,4
2016-06-10,1:14:00,4,123,100,9,8,6,81.87,15,200110536,4
2016-06-10,1:29:00,4,46,41,2,2,1,79.99,15,200110536,4
2016-06-10,1:44:00,4,35,23,4,4,4,80.85,15,200110536,4
2016-06-10,1:59:00,4,62,57,1,2,2,81.51,15,200110536,4
2016-06-10,2:14:00,4,99,80,7,6,6,82.74,15,200110536,4
2016-06-10,2:29:00,4,95,87,2,2,4,81.71,15,200110536,4
2016-06-10,2:44:00,4,63,49,5,4,5,81.4,15,200110536,4
2016-06-10,2:59:00,4,82,66,9,3,4,78.98,15,200110536,4
2016-06-10,3:14:00,4,89,68,9,4,8,82.29,15,200110536,4
2016-06-10,3:29:00,4,77,66,7,1,3,79.43,15,200110536,4
2016-06-10,3:44:00,4,61,50,3,4,4,80.27,15,200110536,4
2016-06-10,3:59:00,4,79,67,5,1,6,80.63,15,200110536,4
2016-06-10,4:14:00,4,103,92,6,2,3,82.69,15,200110536,4
2016-06-10,4:29:00,4,137,122,8,4,3,79.8,15,200110536,4
2016-06-10,4:44:00,4,153,136,10,6,1,82.05,15,200110536,4
2016-06-10,4:59:00,4,191,166,8,6,11,79.29,15,200110536,4
2016-06-10,5:14:00,4,221,190,12,10,9,80.6,15,200110536,4
2016-06-10,5:29:00,4,300,271,17,7,5,78.32,15,200110536,4
2016-06-10,5:44:00,4,393,330,44,13,6,78.62,15,200110536,4
2016-06-10,5:59:00,4,483,422,51,8,2,77.56,15,200110536,4
2016-06-10,6:14:00,4,577,471,74,23,9,75.36,15,200110536,4
2016-06-10,6:29:00,4,560,474,55,23,8,77.14,15,200110536,4
2016-06-10,6:44:00,4,535,451,55,14,15,77.32,15,200110536,4
2016-06-10,6:59:00,4,578,492,54,23,9,76.92,15,200110536,4
2016-06-10,7:14:00,4,540,477,38,17,8,76.79,15,200110536,4
2016-06-10,7:29:00,4,608,544,39,13,12,77.33,15,200110536,4
2016-06-10,7:44:00,4,588,535,32,15,6,77.54,15,200110536,4
2016-06-10,7:59:00,4,562,507,27,15,13,77.57,15,200110536,4
2016-06-10,8:14:00,4,582,521,25,25,11,76.42,15,200110536,4
2016-06-10,8:29:00,4,605,547,26,11,21,77.49,15,200110536,4
2016-06-10,8:44:00,4,518,450,30,23,15,78.69,15,200110536,4
2016-06-10,8:59:00,4,488,433,21,23,11,78.34,15,200110536,4
2016-06-10,9:14:00,4,426,366,28,22,10,78.45,15,200110536,4
2016-06-10,9:29:00,4,418,353,29,21,15,79.38,15,200110536,4
2016-06-10,9:44:00,4,392,308,30,28,26,78.71,15,200110536,4
2016-06-10,9:59:00,4,353,301,25,15,12,79.28,15,200110536,4
2016-06-10,10:14:00,4,387,323,26,26,12,79.5,15,200110536,4
2016-06-10,10:29:00,4,363,295,33,20,15,79.29,15,200110536,4
2016-06-10,10:44:00,4,379,322,24,21,12,79.28,15,200110536,4
2016-06-10,10:59:00,4,378,301,34,22,21,78.43,15,200110536,4
2016-06-10,11:14:00,4,376,330,20,18,8,78.94,15,200110536,4
2016-06-10,11:29:00,4,390,342,24,22,2,79.05,15,200110536,4
2016-06-10,11:44:00,4,369,326,19,13,11,79.76,15,200110536,4
2016-06-10,11:59:00,4,377,324,25,20,8,80.33,15,200110536,4
2016-06-10,12:14:00,4,454,402,25,19,8,78.3,15,200110536,4
2016-06-10,12:29:00,4,430,374,33,16,7,79.38,15,200110536,4
2016-06-10,12:44:00,4,484,420,29,17,18,79.7,15,200110536,4
2016-06-10,12:59:00,4,419,373,20,13,13,80.65,15,200110536,4
2016-06-10,13:14:00,4,434,379,29,20,6,79.1,15,200110536,4
2016-06-10,13:29:00,4,419,367,17,27,8,79.67,15,200110536,4
2016-06-10,13:44:00,4,435,394,16,12,13,81.5,15,200110536,4
2016-06-10,13:59:00,4,450,400,21,17,12,77.72,15,200110536,4
2016-06-10,14:14:00,4,488,413,34,23,18,79.89,15,200110536,4
2016-06-10,14:29:00,4,510,446,28,23,13,78.29,15,200110536,4
2016-06-10,14:44:00,4,493,449,33,6,5,80.53,15,200110536,4
2016-06-10,14:59:00,4,468,418,27,11,12,79.91,15,200110536,4
2016-06-10,15:14:00,4,514,463,32,14,5,80.27,15,200110536,4
2016-06-10,15:29:00,4,523,486,21,6,10,80.36,15,200110536,4
2016-06-10,15:44:00,4,520,477,21,14,8,79.65,15,200110536,4
2016-06-10,15:59:00,4,557,507,24,17,9,79.34,15,200110536,4
2016-06-10,16:14:00,4,559,517,20,14,8,77.97,15,200110536,4
2016-06-10,16:29:00,4,548,509,28,8,3,80.57,15,200110536,4
2016-06-10,16:44:00,4,642,582,30,20,10,77.88,15,200110536,4
2016-06-10,16:59:00,4,554,516,23,9,6,78.98,15,200110536,4
2016-06-10,17:14:00,4,695,655,29,7,4,78.92,15,200110536,4
2016-06-10,17:29:00,4,639,597,21,15,6,78.67,15,200110536,4
2016-06-10,17:44:00,4,584,549,21,12,2,79.14,15,200110536,4
2016-06-10,17:59:00,4,592,556,20,10,6,79.35,15,200110536,4
2016-06-10,18:14:00,4,538,510,18,9,1,78.17,15,200110536,4
2016-06-10,18:29:00,4,460,436,12,4,8,80.53,15,200110536,4
2016-06-10,18:44:00,4,433,409,19,3,2,80.08,15,200110536,4
2016-06-10,18:59:00,4,446,420,13,5,8,79.97,15,200110536,4
2016-06-10,19:14:00,4,408,377,18,3,10,80.56,15,200110536,4
2016-06-10,19:29:00,4,427,405,14,1,7,80.72,15,200110536,4
2016-06-10,19:44:00,4,382,364,9,5,4,80.51,15,200110536,4
2016-06-10,19:59:00,4,341,318,11,2,10,80.92,15,200110536,4
2016-06-10,20:14:00,4,337,321,8,1,7,79.44,15,200110536,4
2016-06-10,20:29:00,4,406,383,15,2,6,80.62,15,200110536,4
2016-06-10,20:44:00,4,336,316,6,4,10,80.3,15,200110536,4
2016-06-10,20:59:00,4,358,332,11,7,8,79.49,15,200110536,4
2016-06-10,21:14:00,4,344,322,10,5,7,81.59,15,200110536,4
2016-06-10,21:29:00,4,287,271,10,1,5,80.45,15,200110536,4
2016-06-10,21:44:00,4,362,344,8,4,6,81.06,15,200110536,4
2016-06-10,21:59:00,4,287,273,10,2,2,78.85,15,200110536,4
2016-06-10,22:14:00,4,226,203,13,2,8,80.24,15,200110536,4
2016-06-10,22:29:00,4,184,174,2,5,3,79.24,15,200110536,4
2016-06-10,22:44:00,4,205,196,5,1,3,79.33,15,200110536,4
2016-06-10,22:59:00,4,172,163,4,1,4,80.06,15,200110536,4
2016-06-10,23:14:00,4,185,174,6,4,1,80.19,15,200110536,4
2016-06-10,23:29:00,4,229,211,8,8,2,80.32,15,200110536,4
2016-06-10,23:44:00,4,243,228,8,3,4,80.09,15,200110536,4
2016-06-10,23:59:00,4,142,130,2,2,8,82.01,15,200110536,4
2016-06-11,0:14:00,4,164,150,7,2,5,78.99,15,200110536,4
2016-06-11,0:29:00,4,127,116,5,5,1,79.71,15,200110536,4
2016-06-11,0:44:00,4,113,99,6,2,6,78.88,15,200110536,4
2016-06-11,0:59:00,4,89,81,2,2,4,82.27,15,200110536,4
2016-06-11,1:14:00,5,96,77,4,6,9,83.02,15,200110536,4
2016-06-11,1:29:00,5,92,90,1,1,0,81.77,15,200110536,4
2016-06-11,1:44:00,5,94,82,2,7,3,76.88,15,200110536,4
2016-06-11,1:59:00,5,73,60,5,5,3,81.4,15,200110536,4
2016-06-11,2:14:00,5,77,65,5,3,4,79.55,15,200110536,4
2016-06-11,2:29:00,5,48,38,1,5,4,81.76,15,200110536,4
2016-06-11,2:44:00,5,61,49,1,4,7,80.84,15,200110536,4
2016-06-11,2:59:00,5,82,77,4,1,0,83.04,15,200110536,4
2016-06-11,3:14:00,5,79,70,4,1,4,80.04,15,200110536,4
2016-06-11,3:29:00,5,60,51,4,2,3,80.85,15,200110536,4
2016-06-11,3:44:00,5,53,46,3,2,2,82.11,15,200110536,4
2016-06-11,3:59:00,5,82,70,8,0,4,79.68,15,200110536,4
2016-06-11,4:14:00,5,101,87,7,4,3,78.82,15,200110536,4
2016-06-11,4:29:00,5,115,98,10,3,4,80.63,15,200110536,4
2016-06-11,4:44:00,5,126,118,3,3,2,81.34,15,200110536,4
2016-06-11,4:59:00,5,138,120,7,8,3,80.89,15,200110536,4
2016-06-11,5:14:00,5,197,184,4,3,6,80.84,15,200110536,4
2016-06-11,5:29:00,5,203,185,7,5,6,78.91,15,200110536,4
2016-06-11,5:44:00,5,236,204,21,6,5,78.66,15,200110536,4
2016-06-11,5:59:00,5,234,214,14,4,2,79.39,15,200110536,4
2016-06-11,6:14:00,5,268,217,40,7,4,79.51,15,200110536,4
2016-06-11,6:29:00,5,294,253,32,5,4,79.07,15,200110536,4
2016-06-11,6:44:00,5,301,267,19,13,2,78.64,15,200110536,4
2016-06-11,6:59:00,5,261,223,24,12,2,79.23,15,200110536,4
2016-06-11,7:14:00,5,343,310,14,14,5,78.88,15,200110536,4
2016-06-11,7:29:00,5,348,311,24,10,3,76.91,15,200110536,4
2016-06-11,7:44:00,5,333,296,27,7,3,78.44,15,200110536,4
2016-06-11,7:59:00,5,334,296,25,9,4,78.55,15,200110536,4
2016-06-11,8:14:00,5,316,282,16,11,7,79.37,15,200110536,4
2016-06-11,8:29:00,5,393,358,18,10,7,77.95,15,200110536,4
2016-06-11,8:44:00,5,431,402,13,11,5,79.28,15,200110536,4
2016-06-11,8:59:00,5,432,398,11,10,13,78.85,15,200110536,4
2016-06-11,9:14:00,5,429,398,18,10,3,79.02,15,200110536,4
2016-06-11,9:29:00,5,415,381,15,7,12,78.5,15,200110536,4
2016-06-11,9:44:00,5,464,435,17,7,5,77.78,15,200110536,4
2016-06-11,9:59:00,5,413,375,25,11,2,78.65,15,200110536,4
2016-06-11,10:14:00,5,366,339,17,5,5,79.1,15,200110536,4
2016-06-11,10:29:00,5,361,343,12,4,2,79.39,15,200110536,4
2016-06-11,10:44:00,5,392,369,10,8,5,78.56,15,200110536,4
2016-06-11,10:59:00,5,390,356,18,10,6,79.63,15,200110536,4
2016-06-11,11:14:00,5,449,430,11,3,5,78.69,15,200110536,4
2016-06-11,11:29:00,5,450,421,26,2,1,79.1,15,200110536,4
2016-06-11,11:44:00,5,477,446,19,6,6,78.38,15,200110536,4
2016-06-11,11:59:00,5,447,423,18,3,3,78.74,15,200110536,4
2016-06-11,12:14:00,5,459,428,15,9,7,78.38,15,200110536,4
2016-06-11,12:29:00,5,411,389,13,7,2,79.09,15,200110536,4
2016-06-11,12:44:00,5,459,434,13,4,8,78.02,15,200110536,4
2016-06-11,12:59:00,5,486,460,17,8,1,78.47,15,200110536,4
2016-06-11,13:14:00,5,497,469,18,4,6,78.12,15,200110536,4
2016-06-11,13:29:00,5,468,442,16,6,4,78.97,15,200110536,4
2016-06-11,13:44:00,5,436,415,8,5,8,78.57,15,200110536,4
2016-06-11,13:59:00,5,436,409,18,4,5,79.51,15,200110536,4
2016-06-11,14:14:00,5,491,465,17,4,5,78.65,15,200110536,4
2016-06-11,14:29:00,5,440,413,17,4,6,80.15,15,200110536,4
2016-06-11,14:44:00,5,468,449,9,4,6,79.25,15,200110536,4
2016-06-11,14:59:00,5,422,393,19,9,1,78.19,15,200110536,4
2016-06-11,15:14:00,5,432,411,14,3,4,79.16,15,200110536,4
2016-06-11,15:29:00,5,409,394,8,4,3,78.8,15,200110536,4
2016-06-11,15:44:00,5,452,434,10,3,5,78.87,15,200110536,4
2016-06-11,15:59:00,5,382,362,17,3,0,80.07,15,200110536,4
2016-06-11,16:14:00,5,440,413,18,5,4,79.47,15,200110536,4
2016-06-11,16:29:00,5,416,397,8,9,2,78.36,15,200110536,4
2016-06-11,16:44:00,5,391,367,13,6,5,79.87,15,200110536,4
2016-06-11,16:59:00,5,359,335,14,8,2,80.25,15,200110536,4
2016-06-11,17:14:00,5,399,375,11,7,6,79.15,15,200110536,4
2016-06-11,17:29:00,5,367,352,13,2,0,80.81,15,200110536,4
2016-06-11,17:44:00,5,433,415,11,2,5,78.58,15,200110536,4
2016-06-11,17:59:00,5,361,336,16,6,3,79.38,15,200110536,4
2016-06-11,18:14:00,5,337,321,9,4,3,79.73,15,200110536,4
2016-06-11,18:29:00,5,405,390,8,7,0,78.59,15,200110536,4
2016-06-11,18:44:00,5,439,419,11,4,5,79.22,15,200110536,4
2016-06-11,18:59:00,5,362,348,9,2,3,79.1,15,200110536,4
2016-06-11,19:14:00,5,366,345,15,2,4,77.94,15,200110536,4
2016-06-11,19:29:00,5,328,312,8,3,5,79.42,15,200110536,4
2016-06-11,19:44:00,5,322,309,6,2,5,80.43,15,200110536,4
2016-06-11,19:59:00,5,314,302,7,2,3,79.5,15,200110536,4
2016-06-11,20:14:00,5,325,298,13,8,6,79.19,15,200110536,4
2016-06-11,20:29:00,5,311,301,5,2,3,78.74,15,200110536,4
2016-06-11,20:44:00,5,312,296,7,1,8,79.45,15,200110536,4
2016-06-11,20:59:00,5,311,291,12,4,4,79.33,15,200110536,4
2016-06-11,21:14:00,5,210,193,6,4,7,79.43,15,200110536,4
2016-06-11,21:29:00,5,178,165,7,4,2,77.5,15,200110536,4
2016-06-11,21:44:00,5,164,157,3,0,4,80.16,15,200110536,4
2016-06-11,21:59:00,5,178,169,6,2,1,79.74,15,200110536,4
2016-06-11,22:14:00,5,169,156,3,2,8,82.46,15,200110536,4
2016-06-11,22:29:00,5,189,178,6,1,4,78.47,15,200110536,4
2016-06-11,22:44:00,5,200,188,6,4,2,78.48,15,200110536,4
2016-06-11,22:59:00,5,171,164,3,2,2,78.92,15,200110536,4
2016-06-11,23:14:00,5,152,148,3,1,0,79.43,15,200110536,4
2016-06-11,23:29:00,5,147,142,4,0,1,77.74,15,200110536,4
2016-06-11,23:44:00,5,167,154,9,2,2,77.93,15,200110536,4
2016-06-11,23:59:00,5,199,187,8,4,0,79,15,200110536,4
2016-06-12,0:14:00,5,207,192,5,7,3,77.71,15,200110536,4
2016-06-12,0:29:00,5,164,154,6,3,1,78.46,15,200110536,4
2016-06-12,0:44:00,5,164,150,6,3,5,78.46,15,200110536,4
2016-06-12,0:59:00,5,180,171,1,5,3,80.63,15,200110536,4
2016-06-12,1:14:00,6,187,175,5,4,3,79.65,15,200110536,4
2016-06-12,1:29:00,6,144,134,5,4,1,80.85,15,200110536,4
2016-06-12,1:44:00,6,123,109,9,1,4,80.63,15,200110536,4
2016-06-12,1:59:00,6,113,102,6,3,2,79.32,15,200110536,4
2016-06-12,2:14:00,6,95,81,5,5,4,80.89,15,200110536,4
2016-06-12,2:29:00,6,74,68,3,1,2,81.71,15,200110536,4
2016-06-12,2:44:00,6,91,84,3,3,1,82.38,15,200110536,4
2016-06-12,2:59:00,6,101,91,6,1,3,84.07,15,200110536,4
2016-06-12,3:14:00,6,75,66,4,0,5,79.98,15,200110536,4
2016-06-12,3:29:00,6,66,58,4,2,2,78.5,15,200110536,4
2016-06-12,3:44:00,6,69,66,1,1,1,79.03,15,200110536,4
2016-06-12,3:59:00,6,78,78,0,0,0,80.25,15,200110536,4
2016-06-12,4:14:00,6,73,63,2,3,5,82.05,15,200110536,4
2016-06-12,4:29:00,6,89,84,4,0,1,81.42,15,200110536,4
2016-06-12,4:44:00,6,112,103,5,3,1,79.44,15,200110536,4
2016-06-12,4:59:00,6,137,129,2,3,3,80.37,15,200110536,4
2016-06-12,5:14:00,6,169,153,11,2,3,79.2,15,200110536,4
2016-06-12,5:29:00,6,178,166,7,4,1,79.37,15,200110536,4
2016-06-12,5:44:00,6,177,167,6,3,1,79.17,15,200110536,4
2016-06-12,5:59:00,6,176,161,10,2,3,81.39,15,200110536,4
2016-06-12,6:14:00,6,192,177,6,3,6,80.42,15,200110536,4
2016-06-12,6:29:00,6,217,201,15,1,0,79.7,15,200110536,4
2016-06-12,6:44:00,6,272,246,20,2,4,79.41,15,200110536,4
2016-06-12,6:59:00,6,268,248,13,7,0,78.66,15,200110536,4
2016-06-12,7:14:00,6,268,250,8,5,5,79.06,15,200110536,4
2016-06-12,7:29:00,6,285,266,14,3,2,78.39,15,200110536,4
2016-06-12,7:44:00,6,296,279,11,1,5,78.73,15,200110536,4
2016-06-12,7:59:00,6,279,263,6,5,5,79.17,15,200110536,4
2016-06-12,8:14:00,6,261,238,15,3,5,77.55,15,200110536,4
2016-06-12,8:29:00,6,339,312,14,8,5,78.72,15,200110536,4
2016-06-12,8:44:00,6,325,292,15,6,12,78.95,15,200110536,4
2016-06-12,8:59:00,6,314,299,7,1,7,79.19,15,200110536,4
2016-06-12,9:14:00,6,362,340,12,4,6,78.37,15,200110536,4
2016-06-12,9:29:00,6,321,303,8,3,7,78.67,15,200110536,4
2016-06-12,9:44:00,6,311,290,9,3,9,78.21,15,200110536,4
2016-06-12,9:59:00,6,264,244,10,5,5,79.42,15,200110536,4
2016-06-12,10:14:00,6,266,242,12,2,10,79.75,15,200110536,4
2016-06-12,10:29:00,6,342,327,11,4,0,78.28,15,200110536,4
2016-06-12,10:44:00,6,367,352,10,2,3,77.7,15,200110536,4
2016-06-12,10:59:00,6,347,331,8,3,5,76.77,15,200110536,4
2016-06-12,11:14:00,6,397,378,9,8,2,77.16,15,200110536,4
2016-06-12,11:29:00,6,417,396,14,6,1,77.04,15,200110536,4
2016-06-12,11:44:00,6,410,387,10,6,7,77.53,15,200110536,4
2016-06-12,11:59:00,6,373,358,6,3,6,78.3,15,200110536,4
2016-06-12,12:14:00,6,378,361,9,3,5,78.83,15,200110536,4
2016-06-12,12:29:00,6,416,401,10,4,1,78.58,15,200110536,4
2016-06-12,12:44:00,6,385,362,11,5,7,77.39,15,200110536,4
2016-06-12,12:59:00,6,409,392,10,3,4,77.33,15,200110536,4
2016-06-12,13:14:00,6,435,414,14,5,2,77.66,15,200110536,4
2016-06-12,13:29:00,6,414,399,10,2,3,78.08,15,200110536,4
2016-06-12,13:44:00,6,491,469,10,5,7,76.75,15,200110536,4
2016-06-12,13:59:00,6,470,447,16,5,2,77.55,15,200110536,4
2016-06-12,14:14:00,6,439,405,18,7,9,77.51,15,200110536,4
2016-06-12,14:29:00,6,438,422,11,2,3,78.06,15,200110536,4
2016-06-12,14:44:00,6,475,444,20,7,4,77.02,15,200110536,4
2016-06-12,14:59:00,6,440,421,10,5,4,78.02,15,200110536,4
2016-06-12,15:14:00,6,420,402,9,5,4,77.49,15,200110536,4
2016-06-12,15:29:00,6,430,396,27,6,1,79.3,15,200110536,4
2016-06-12,15:44:00,6,380,353,16,4,7,78.76,15,200110536,4
2016-06-12,15:59:00,6,391,371,12,5,3,80.88,15,200110536,4
2016-06-12,16:14:00,6,395,381,10,3,1,78.98,15,200110536,4
2016-06-12,16:29:00,6,447,430,7,5,5,79.42,15,200110536,4
2016-06-12,16:44:00,6,456,441,7,3,5,79.07,15,200110536,4
2016-06-12,16:59:00,6,474,450,16,2,6,79.46,15,200110536,4
2016-06-12,17:14:00,6,421,407,9,3,2,77.61,15,200110536,4
2016-06-12,17:29:00,6,421,408,9,3,1,79.98,15,200110536,4
2016-06-12,17:44:00,6,380,363,11,2,4,79.29,15,200110536,4
2016-06-12,17:59:00,6,383,357,16,5,5,79.66,15,200110536,4
2016-06-12,18:14:00,6,445,423,9,5,8,78.85,15,200110536,4
2016-06-12,18:29:00,6,400,384,7,7,2,79.81,15,200110536,4
2016-06-12,18:44:00,6,358,343,8,4,3,81.07,15,200110536,4
2016-06-12,18:59:00,6,355,341,11,1,2,78.83,15,200110536,4
2016-06-12,19:14:00,6,378,355,14,3,6,78.9,15,200110536,4
2016-06-12,19:29:00,6,365,350,11,3,1,79.28,15,200110536,4
2016-06-12,19:44:00,6,381,367,10,1,3,78.06,15,200110536,4
2016-06-12,19:59:00,6,374,357,11,1,5,77.04,15,200110536,4
2016-06-12,20:14:00,6,381,365,11,3,2,80.59,15,200110536,4
2016-06-12,20:29:00,6,376,354,13,2,7,80.74,15,200110536,4
2016-06-12,20:44:00,6,321,303,12,4,2,81.13,15,200110536,4
2016-06-12,20:59:00,6,282,266,7,2,7,80.36,15,200110536,4
2016-06-12,21:14:00,6,299,276,12,4,7,80.25,15,200110536,4
2016-06-12,21:29:00,6,284,265,14,3,2,79.67,15,200110536,4
2016-06-12,21:44:00,6,274,250,13,6,5,80.63,15,200110536,4
2016-06-12,21:59:00,6,252,239,11,2,0,80.64,15,200110536,4
2016-06-12,22:14:00,6,284,265,11,3,5,78.6,15,200110536,4
2016-06-12,22:29:00,6,232,215,8,2,7,79.8,15,200110536,4
2016-06-12,22:44:00,6,228,216,5,6,1,78.96,15,200110536,4
2016-06-12,22:59:00,6,237,229,6,1,1,79.96,15,200110536,4
2016-06-12,23:14:00,6,203,187,10,1,5,79.6,15,200110536,4
2016-06-12,23:29:00,6,135,127,2,0,6,79.79,15,200110536,4
2016-06-12,23:44:00,6,121,106,6,4,5,81.68,15,200110536,4
2016-06-12,23:59:00,6,129,116,7,2,4,79.45,15,200110536,4
2016-06-13,0:14:00,6,128,115,4,5,4,81.84,15,200110536,4
2016-06-13,0:29:00,6,194,176,7,6,5,78.02,15,200110536,4
2016-06-13,0:44:00,6,144,128,3,7,6,79.81,15,200110536,4
2016-06-13,0:59:00,6,139,120,11,5,3,79.49,15,200110536,4
2016-06-13,1:14:00,0,125,110,8,2,5,82.12,15,200110536,4
2016-06-13,1:29:00,0,129,117,2,5,5,82.72,15,200110536,4
2016-06-13,1:44:00,0,180,162,5,5,8,80.89,15,200110536,4
2016-06-13,1:59:00,0,150,136,6,3,5,80.42,15,200110536,4
2016-06-13,2:14:00,0,157,141,8,4,4,83.52,15,200110536,4
2016-06-13,2:29:00,0,148,136,9,1,2,81.7,15,200110536,4
2016-06-13,2:44:00,0,128,112,5,3,8,81.49,15,200110536,4
2016-06-13,2:59:00,0,95,86,3,2,4,81.4,15,200110536,4
2016-06-13,3:14:00,0,97,86,4,2,5,79.85,15,200110536,4
2016-06-13,3:29:00,0,66,60,2,3,1,78.1,15,200110536,4
2016-06-13,3:44:00,0,85,73,6,2,4,80.92,15,200110536,4
2016-06-13,3:59:00,0,111,102,6,3,0,78.97,15,200110536,4
2016-06-13,4:14:00,0,124,107,7,2,8,80.32,15,200110536,4
2016-06-13,4:29:00,0,128,109,10,4,5,78.89,15,200110536,4
2016-06-13,4:44:00,0,170,158,7,1,4,81.1,15,200110536,4
2016-06-13,4:59:00,0,190,172,9,5,4,78.02,15,200110536,4
2016-06-13,5:14:00,0,232,207,14,7,4,78.31,15,200110536,4
2016-06-13,5:29:00,0,335,300,19,12,4,76.11,15,200110536,4
2016-06-13,5:44:00,0,422,364,39,12,7,77.62,15,200110536,4
2016-06-13,5:59:00,0,528,469,37,18,4,75.97,15,200110536,4
2016-06-13,6:14:00,0,623,545,61,13,4,74.75,15,200110536,4
2016-06-13,6:29:00,0,569,506,46,8,9,73.51,15,200110536,4
2016-06-13,6:44:00,0,533,464,43,15,11,72.3,15,200110536,4
2016-06-13,6:59:00,0,527,474,28,14,11,68.4,15,200110536,4
2016-06-13,7:14:00,0,559,486,36,24,13,49.99,15,200110536,4
2016-06-13,7:29:00,0,544,492,27,12,13,55.93,15,200110536,4
2016-06-13,7:44:00,0,520,460,26,20,14,56.02,15,200110536,4
2016-06-13,7:59:00,0,571,522,28,13,8,62.55,15,200110536,4
2016-06-13,8:14:00,0,564,521,20,11,12,76.38,15,200110536,4
2016-06-13,8:29:00,0,523,474,24,15,10,77.28,15,200110536,4
2016-06-13,8:44:00,0,491,442,21,14,14,78.1,15,200110536,4
2016-06-13,8:59:00,0,495,428,31,19,17,78.56,15,200110536,4
2016-06-13,9:14:00,0,491,418,35,27,11,77,15,200110536,4
2016-06-13,9:29:00,0,522,459,28,22,13,78.5,15,200110536,4
2016-06-13,9:44:00,0,447,370,33,29,15,77.78,15,200110536,4
2016-06-13,9:59:00,0,385,331,23,11,20,78.48,15,200110536,4
2016-06-13,10:14:00,0,352,289,31,23,9,78.92,15,200110536,4
2016-06-13,10:29:00,0,397,319,40,21,17,78.34,15,200110536,4
2016-06-13,10:44:00,0,397,331,25,24,17,78.98,15,200110536,4
2016-06-13,10:59:00,0,316,267,22,14,13,78.66,15,200110536,4
2016-06-13,11:14:00,0,359,298,26,23,12,78.7,15,200110536,4
2016-06-13,11:29:00,0,343,285,25,13,20,80.95,15,200110536,4
2016-06-13,11:44:00,0,378,324,23,17,14,80.3,15,200110536,4
2016-06-13,11:59:00,0,367,331,18,11,7,78.35,15,200110536,4
2016-06-13,12:14:00,0,403,326,30,24,23,79.29,15,200110536,4
2016-06-13,12:29:00,0,418,356,21,27,14,78.1,15,200110536,4
2016-06-13,12:44:00,0,405,350,22,18,15,78.89,15,200110536,4
2016-06-13,12:59:00,0,364,312,23,16,13,78.43,15,200110536,4
2016-06-13,13:14:00,0,441,380,22,23,16,78.04,15,200110536,4
2016-06-13,13:29:00,0,451,399,26,19,7,76.79,15,200110536,4
2016-06-13,13:44:00,0,429,378,21,15,15,78.6,15,200110536,4
2016-06-13,13:59:00,0,458,409,25,14,10,78.67,15,200110536,4
2016-06-13,14:14:00,0,473,415,21,19,18,78.78,15,200110536,4
2016-06-13,14:29:00,0,442,383,31,17,11,76.79,15,200110536,4
2016-06-13,14:44:00,0,470,413,33,14,10,77.92,15,200110536,4
2016-06-13,14:59:00,0,482,416,29,19,18,77.58,15,200110536,4
2016-06-13,15:14:00,0,558,506,27,20,5,76.9,15,200110536,4
2016-06-13,15:29:00,0,544,484,28,18,14,77.02,15,200110536,4
2016-06-13,15:44:00,0,552,494,28,18,12,77.19,15,200110536,4
2016-06-13,15:59:00,0,500,429,37,19,15,78.01,15,200110536,4
2016-06-13,16:14:00,0,594,534,29,18,13,78.4,15,200110536,4
2016-06-13,16:29:00,0,608,556,25,17,10,78,15,200110536,4
2016-06-13,16:44:00,0,698,649,25,7,17,76.12,15,200110536,4
2016-06-13,16:59:00,0,604,569,18,8,9,78.04,15,200110536,4
2016-06-13,17:14:00,0,739,694,31,7,7,76.37,15,200110536,4
2016-06-13,17:29:00,0,702,662,22,6,12,76.72,15,200110536,4
2016-06-13,17:44:00,0,726,692,17,9,8,76.6,15,200110536,4
2016-06-13,17:59:00,0,746,709,23,9,5,75.95,15,200110536,4
2016-06-13,18:14:00,0,621,589,19,9,4,76.71,15,200110536,4
2016-06-13,18:29:00,0,622,588,17,9,8,77.5,15,200110536,4
2016-06-13,18:44:00,0,526,491,22,6,7,78.56,15,200110536,4
2016-06-13,18:59:00,0,517,489,16,7,5,77.7,15,200110536,4
2016-06-13,19:14:00,0,444,424,12,4,4,78.89,15,200110536,4
2016-06-13,19:29:00,0,497,469,14,6,8,79.38,15,200110536,4
2016-06-13,19:44:00,0,378,360,7,4,7,79.24,15,200110536,4
