TMU ID, Legacy TMU ID, Site Name,,,,,,,,,
233C060F5CC92DDDE053802011AC0D83,30016383,TMU Site 9956/1 on link A1081 westbound between A505/B653 and M1 J10; GPS Ref: 509008;218723; Westbound,,,,,,,,,
,,,,,,,,,,,
Local Date, Local Time, Day Type ID, Total Carriageway Flow, Total Flow vehicles less than 5.2m, Total Flow vehicles 5.21m - 6.6m, Total Flow vehicles 6.61m - 11.6m, Total Flow vehicles above 11.6m, Speed Value, Quality Index, Network Link Id, NTIS Model Version
2016-06-01,0:14:00,7,151,145,2,0,4,80.71,15,200110536,4
2016-06-01,0:29:00,7,131,116,6,4,5,81.01,15,200110536,4
2016-06-01,0:44:00,7,147,140,1,1,5,81.6,15,200110536,4
2016-06-01,0:59:00,7,101,94,3,2,2,81.07,15,200110536,4
2016-06-02,1:14:00,9,194,184,3,5,2,79.08,15,200110536,4
2016-06-02,1:29:00,9,129,114,7,4,4,80.51,15,200110536,4
2016-06-02,1:44:00,9,83,74,2,3,4,80.4,15,200110536,4
2016-06-02,1:59:00,9,74,60,4,5,5,83.23,15,200110536,4
2016-06-02,2:14:00,9,58,39,7,5,7,82.68,15,200110536,4
2016-06-02,2:29:00,9,36,28,3,2,3,79.13,15,200110536,4
2016-06-02,2:44:00,9,68,61,4,1,2,83.22,15,200110536,4
2016-06-02,2:59:00,9,72,59,6,4,3,83.48,15,200110536,4
2016-06-02,3:14:00,9,70,51,6,3,10,82.95,15,200110536,4
2016-06-02,3:29:00,9,68,62,3,1,2,80.85,15,200110536,4
2016-06-02,3:44:00,9,61,52,4,2,3,79.16,15,200110536,4
2016-06-02,3:59:00,9,75,64,4,4,3,80.47,15,200110536,4
2016-06-02,4:14:00,9,90,73,9,3,5,82.18,15,200110536,4
2016-06-02,4:29:00,9,95,79,7,2,7,81.16,15,200110536,4
2016-06-02,4:44:00,9,128,109,13,2,4,79.87,15,200110536,4
2016-06-02,4:59:00,9,161,137,11,7,6,80.75,15,200110536,4
2016-06-02,5:14:00,9,227,200,13,7,7,78.43,15,200110536,4
2016-06-02,5:29:00,9,290,261,16,7,6,78.35,15,200110536,4
2016-06-02,5:44:00,9,439,372,43,16,8,75.55,15,200110536,4
2016-06-02,5:59:00,9,478,400,64,14,0,77,15,200110536,4
2016-06-02,6:14:00,9,547,481,48,12,6,76.13,15,200110536,4
2016-06-02,6:29:00,9,534,460,54,16,4,76.46,15,200110536,4
2016-06-02,6:44:00,9,583,497,59,17,10,76.02,15,200110536,4
2016-06-02,6:59:00,9,512,447,47,13,5,76,15,200110536,4
2016-06-02,7:14:00,9,586,525,33,23,5,73.47,15,200110536,4
2016-06-02,7:29:00,9,611,552,37,16,6,74.59,15,200110536,4
2016-06-02,7:44:00,9,573,518,34,13,8,76.03,15,200110536,4
2016-06-02,7:59:00,9,545,494,25,18,8,78.92,15,200110536,4
2016-06-02,8:14:00,9,525,478,19,16,12,77.14,15,200110536,4
2016-06-02,8:29:00,9,549,496,22,20,11,77.11,15,200110536,4
2016-06-02,8:44:00,9,527,475,24,11,17,77.82,15,200110536,4
2016-06-02,8:59:00,9,452,406,21,20,5,78.34,15,200110536,4
2016-06-02,9:14:00,9,490,413,28,31,18,76.82,15,200110536,4
2016-06-02,9:29:00,9,521,452,24,27,18,76.52,15,200110536,4
2016-06-02,9:44:00,9,431,367,28,24,12,77.29,15,200110536,4
2016-06-02,9:59:00,9,419,356,29,23,11,76.54,15,200110536,4
2016-06-02,10:14:00,9,374,320,23,16,15,79.82,15,200110536,4
2016-06-02,10:29:00,9,416,353,29,27,7,77.71,15,200110536,4
2016-06-02,10:44:00,9,425,363,23,28,11,78.05,15,200110536,4
2016-06-02,10:59:00,9,358,306,23,18,11,80.41,15,200110536,4
2016-06-02,11:14:00,9,423,359,27,25,12,78,15,200110536,4
2016-06-02,11:29:00,9,337,283,27,19,8,78.19,15,200110536,4
2016-06-02,11:44:00,9,392,333,26,19,14,78.18,15,200110536,4
2016-06-02,11:59:00,9,319,282,23,12,2,80.45,15,200110536,4
2016-06-02,12:14:00,9,402,345,24,18,15,80.44,15,200110536,4
2016-06-02,12:29:00,9,422,378,21,13,10,79.47,15,200110536,4
2016-06-02,12:44:00,9,412,362,19,19,12,79.79,15,200110536,4
2016-06-02,12:59:00,9,425,370,21,26,8,80.69,15,200110536,4
2016-06-02,13:14:00,9,424,378,22,15,9,79.62,15,200110536,4
2016-06-02,13:29:00,9,443,387,22,19,15,78.12,15,200110536,4
2016-06-02,13:44:00,9,416,372,18,20,6,79.75,15,200110536,4
2016-06-02,13:59:00,9,418,368,20,22,8,79.47,15,200110536,4
2016-06-02,14:14:00,9,510,452,27,17,14,79.25,15,200110536,4
2016-06-02,14:29:00,9,489,435,29,15,10,78.92,15,200110536,4
2016-06-02,14:44:00,9,470,418,26,17,9,78.9,15,200110536,4
2016-06-02,14:59:00,9,480,425,25,22,8,79.59,15,200110536,4
2016-06-02,15:14:00,9,509,460,21,18,10,79.58,15,200110536,4
2016-06-02,15:29:00,9,541,492,25,18,6,78.15,15,200110536,4
2016-06-02,15:44:00,9,584,523,33,19,9,78.27,15,200110536,4
2016-06-02,15:59:00,9,532,485,20,17,10,79,15,200110536,4
2016-06-02,16:14:00,9,552,493,37,13,9,79.43,15,200110536,4
2016-06-02,16:29:00,9,546,508,22,12,4,78.34,15,200110536,4
2016-06-02,16:44:00,9,672,621,30,12,9,76.96,15,200110536,4
2016-06-02,16:59:00,9,547,513,16,13,5,78.29,15,200110536,4
2016-06-02,17:14:00,9,660,622,25,7,6,77.29,15,200110536,4
2016-06-02,17:29:00,9,616,572,22,14,8,50.38,15,200110536,4
2016-06-02,17:44:00,9,388,330,15,20,23,14.91,15,200110536,4
2016-06-02,17:59:00,9,539,483,22,19,15,16.28,15,200110536,4
2016-06-02,18:14:00,9,606,555,17,23,11,40.52,15,200110536,4
2016-06-02,18:29:00,9,567,509,18,21,19,33.2,15,200110536,4
2016-06-02,18:44:00,9,443,405,17,8,13,60.59,15,200110536,4
2016-06-02,18:59:00,9,503,472,21,5,5,78.64,15,200110536,4
2016-06-02,19:14:00,9,440,419,9,2,10,78.6,15,200110536,4
2016-06-02,19:29:00,9,450,422,16,5,7,78.87,15,200110536,4
2016-06-02,19:44:00,9,416,390,18,6,2,78.33,15,200110536,4
2016-06-02,19:59:00,9,381,363,7,7,4,79.9,15,200110536,4
2016-06-02,20:14:00,9,341,320,11,4,6,80.19,15,200110536,4
2016-06-02,20:29:00,9,392,372,11,3,6,80.44,15,200110536,4
2016-06-02,20:44:00,9,345,318,17,2,8,80.15,15,200110536,4
2016-06-02,20:59:00,9,321,299,11,5,6,81.21,15,200110536,4
2016-06-02,21:14:00,9,324,300,14,5,5,80.68,15,200110536,4
2016-06-02,21:29:00,9,347,325,16,3,3,81.2,15,200110536,4
2016-06-02,21:44:00,9,312,290,15,3,4,78.88,15,200110536,4
2016-06-02,21:59:00,9,314,301,7,2,4,79.9,15,200110536,4
2016-06-02,22:14:00,9,196,178,7,2,9,79.43,15,200110536,4
2016-06-02,22:29:00,9,199,187,5,2,5,79.73,15,200110536,4
2016-06-02,22:44:00,9,198,177,10,5,6,79.51,15,200110536,4
2016-06-02,22:59:00,9,150,139,6,2,3,84.31,15,200110536,4
2016-06-02,23:14:00,9,172,155,9,4,4,79.99,15,200110536,4
2016-06-02,23:29:00,9,194,173,18,2,1,80.02,15,200110536,4
2016-06-02,23:44:00,9,225,208,6,5,6,80.63,15,200110536,4
2016-06-02,23:59:00,9,225,207,12,4,2,80.31,15,200110536,4
2016-06-03,0:14:00,9,169,160,4,2,3,80.62,15,200110536,4
2016-06-03,0:29:00,9,179,165,5,6,3,78.59,15,200110536,4
2016-06-03,0:44:00,9,121,109,4,2,6,81.02,15,200110536,4
2016-06-03,0:59:00,9,175,160,7,2,6,81.68,15,200110536,4
2016-06-03,1:14:00,11,141,128,3,6,4,82.28,15,200110536,4
2016-06-03,1:29:00,11,86,76,5,2,3,82.27,15,200110536,4
2016-06-03,1:44:00,11,63,53,2,3,5,83.12,15,200110536,4
2016-06-03,1:59:00,11,54,47,4,2,1,81.85,15,200110536,4
2016-06-03,2:14:00,11,63,54,1,3,5,80.48,15,200110536,4
2016-06-03,2:29:00,11,63,40,6,9,8,81.34,15,200110536,4
2016-06-03,2:44:00,11,63,54,5,2,2,80.07,15,200110536,4
2016-06-03,2:59:00,11,64,54,6,0,4,80.95,15,200110536,4
2016-06-03,3:14:00,11,98,83,5,6,4,80.7,15,200110536,4
2016-06-03,3:29:00,11,82,75,2,3,2,80.39,15,200110536,4
2016-06-03,3:44:00,11,110,98,7,3,2,82.57,15,200110536,4
2016-06-03,3:59:00,11,88,77,6,2,3,81.14,15,200110536,4
2016-06-03,4:14:00,11,115,94,9,5,7,82.94,15,200110536,4
2016-06-03,4:29:00,11,119,100,8,4,7,80.75,15,200110536,4
2016-06-03,4:44:00,11,147,117,16,7,7,83.01,15,200110536,4
2016-06-03,4:59:00,11,156,136,5,9,6,80.57,15,200110536,4
2016-06-03,5:14:00,11,231,206,15,7,3,79.52,15,200110536,4
2016-06-03,5:29:00,11,270,243,13,11,3,79.06,15,200110536,4
2016-06-03,5:44:00,11,376,325,37,11,3,77.41,15,200110536,4
2016-06-03,5:59:00,11,500,418,61,15,6,78.25,15,200110536,4
2016-06-03,6:14:00,11,513,442,50,16,5,76.66,15,200110536,4
2016-06-03,6:29:00,11,495,417,50,24,4,78.04,15,200110536,4
2016-06-03,6:44:00,11,517,448,44,18,7,77.1,15,200110536,4
2016-06-03,6:59:00,11,496,435,37,16,8,77.93,15,200110536,4
2016-06-03,7:14:00,11,524,442,48,24,10,76.98,15,200110536,4
2016-06-03,7:29:00,11,558,494,37,20,7,77.36,15,200110536,4
2016-06-03,7:44:00,11,574,523,35,10,6,77.96,15,200110536,4
2016-06-03,7:59:00,11,484,424,26,25,9,79.37,15,200110536,4
2016-06-03,8:14:00,11,567,504,29,18,16,77.47,15,200110536,4
2016-06-03,8:29:00,11,543,489,26,18,10,77.82,15,200110536,4
2016-06-03,8:44:00,11,505,451,25,15,14,77.32,15,200110536,4
2016-06-03,8:59:00,11,443,394,17,17,15,79.94,15,200110536,4
2016-06-03,9:14:00,11,440,391,21,12,16,78.49,15,200110536,4
2016-06-03,9:29:00,11,407,340,28,28,11,77.62,15,200110536,4
2016-06-03,9:44:00,11,406,356,22,20,8,78.92,15,200110536,4
2016-06-03,9:59:00,11,412,361,29,17,5,79.65,15,200110536,4
2016-06-03,10:14:00,11,386,321,27,26,12,80.53,15,200110536,4
2016-06-03,10:29:00,11,397,340,22,26,9,80.15,15,200110536,4
2016-06-03,10:44:00,11,409,353,25,19,12,78.12,15,200110536,4
2016-06-03,10:59:00,11,418,344,34,26,14,77.5,15,200110536,4
2016-06-03,11:14:00,11,446,385,33,20,8,78.35,15,200110536,4
2016-06-03,11:29:00,11,347,304,18,18,7,79.48,15,200110536,4
2016-06-03,11:44:00,11,371,325,22,13,11,78.33,15,200110536,4
2016-06-03,11:59:00,11,355,297,30,19,9,77.56,15,200110536,4
2016-06-03,12:14:00,11,506,448,18,26,14,77.54,15,200110536,4
2016-06-03,12:29:00,11,506,453,27,18,8,79.64,15,200110536,4
2016-06-03,12:44:00,11,491,429,33,18,11,79.64,15,200110536,4
2016-06-03,12:59:00,11,455,402,24,18,11,78.88,15,200110536,4
2016-06-03,13:14:00,11,471,423,22,20,6,79.16,15,200110536,4
2016-06-03,13:29:00,11,469,422,23,12,12,79.04,15,200110536,4
2016-06-03,13:44:00,11,408,358,18,20,12,78.89,15,200110536,4
2016-06-03,13:59:00,11,421,372,26,19,4,78.72,15,200110536,4
2016-06-03,14:14:00,11,442,378,24,25,15,79.43,15,200110536,4
2016-06-03,14:29:00,11,471,418,26,17,10,78.74,15,200110536,4
2016-06-03,14:44:00,11,507,453,30,14,10,79.45,15,200110536,4
2016-06-03,14:59:00,11,509,460,27,17,5,79.18,15,200110536,4
2016-06-03,15:14:00,11,540,488,22,23,7,78.95,15,200110536,4
2016-06-03,15:29:00,11,593,536,33,19,5,78.4,15,200110536,4
2016-06-03,15:44:00,11,596,548,35,9,4,78.71,15,200110536,4
2016-06-03,15:59:00,11,542,496,24,16,6,78.92,15,200110536,4
2016-06-03,16:14:00,11,565,509,31,16,9,79.45,15,200110536,4
2016-06-03,16:29:00,11,510,467,26,11,6,78.56,15,200110536,4
2016-06-03,16:44:00,11,599,555,26,10,8,78.44,15,200110536,4
2016-06-03,16:59:00,11,533,489,25,15,4,78.84,15,200110536,4
2016-06-03,17:14:00,11,628,588,27,7,6,78.49,15,200110536,4
2016-06-03,17:29:00,11,649,604,37,6,2,77.42,15,200110536,4
2016-06-03,17:44:00,11,592,568,12,8,4,78.27,15,200110536,4
2016-06-03,17:59:00,11,586,550,23,10,3,78.66,15,200110536,4
2016-06-03,18:14:00,11,561,533,17,7,4,78.98,15,200110536,4
2016-06-03,18:29:00,11,563,540,12,5,6,77.86,15,200110536,4
2016-06-03,18:44:00,11,488,470,14,4,0,79.59,15,200110536,4
2016-06-03,18:59:00,11,510,489,12,6,3,78.96,15,200110536,4
2016-06-03,19:14:00,11,498,466,16,4,12,78.81,15,200110536,4
2016-06-03,19:29:00,11,437,415,13,4,5,78.9,15,200110536,4
2016-06-03,19:44:00,11,422,397,11,6,8,78.45,15,200110536,4
2016-06-03,19:59:00,11,387,364,13,7,3,79.88,15,200110536,4
2016-06-03,20:14:00,11,348,320,15,5,8,79.27,15,200110536,4
2016-06-03,20:29:00,11,330,316,6,2,6,79.99,15,200110536,4
2016-06-03,20:44:00,11,335,312,13,6,4,80.2,15,200110536,4
2016-06-03,20:59:00,11,307,286,12,6,3,79.82,15,200110536,4
2016-06-03,21:14:00,11,317,307,5,1,4,79.46,15,200110536,4
2016-06-03,21:29:00,11,316,303,8,1,4,78.76,15,200110536,4
2016-06-03,21:44:00,11,327,307,12,7,1,78.95,15,200110536,4
2016-06-03,21:59:00,11,292,275,10,3,4,79.19,15,200110536,4
2016-06-03,22:14:00,11,315,305,5,1,4,79.72,15,200110536,4
2016-06-03,22:29:00,11,226,206,12,2,6,79.98,15,200110536,4
2016-06-03,22:44:00,11,179,170,0,2,7,78.89,15,200110536,4
2016-06-03,22:59:00,11,218,203,5,5,5,80.25,15,200110536,4
2016-06-03,23:14:00,11,190,183,4,1,2,79.54,15,200110536,4
2016-06-03,23:29:00,11,165,154,5,3,3,79.19,15,200110536,4
2016-06-03,23:44:00,11,148,132,6,3,7,79.55,15,200110536,4
2016-06-03,23:59:00,11,164,150,5,4,5,81.25,15,200110536,4
2016-06-04,0:14:00,11,171,159,9,2,1,80.6,15,200110536,4
2016-06-04,0:29:00,11,183,172,5,3,3,79.64,15,200110536,4
2016-06-04,0:44:00,11,241,227,5,1,8,80.88,15,200110536,4
2016-06-04,0:59:00,11,182,170,5,5,2,81.52,15,200110536,4
2016-06-04,1:14:00,5,108,95,3,6,4,82.2,15,200110536,4
2016-06-04,1:29:00,5,67,57,4,3,3,78.64,15,200110536,4
2016-06-04,1:44:00,5,43,35,1,6,1,81.87,15,200110536,4
2016-06-04,1:59:00,5,31,20,3,5,3,79.72,15,200110536,4
2016-06-04,2:14:00,5,68,61,2,4,1,83.59,15,200110536,4
2016-06-04,2:29:00,5,100,92,2,3,3,81.05,15,200110536,4
2016-06-04,2:44:00,5,88,76,4,2,6,80.55,15,200110536,4
2016-06-04,2:59:00,5,69,62,6,0,1,83.4,15,200110536,4
2016-06-04,3:14:00,5,71,61,4,2,4,81.59,15,200110536,4
2016-06-04,3:29:00,5,74,66,6,1,1,81.31,15,200110536,4
2016-06-04,3:44:00,5,65,57,5,1,2,84.1,15,200110536,4
2016-06-04,3:59:00,5,83,74,6,2,1,79.51,15,200110536,4
2016-06-04,4:14:00,5,105,86,12,1,6,81.89,15,200110536,4
2016-06-04,4:29:00,5,105,92,7,2,4,80.99,15,200110536,4
2016-06-04,4:44:00,5,118,110,6,1,1,80.58,15,200110536,4
2016-06-04,4:59:00,5,140,122,7,6,5,81.51,15,200110536,4
2016-06-04,5:14:00,5,175,149,13,8,5,81.59,15,200110536,4
2016-06-04,5:29:00,5,191,173,8,6,4,81.02,15,200110536,4
2016-06-04,5:44:00,5,235,219,12,2,2,79.39,15,200110536,4
2016-06-04,5:59:00,5,276,239,25,7,5,79.61,15,200110536,4
2016-06-04,6:14:00,5,272,222,32,11,7,80.43,15,200110536,4
2016-06-04,6:29:00,5,275,242,19,11,3,79.52,15,200110536,4
2016-06-04,6:44:00,5,327,283,28,11,5,76.91,15,200110536,4
2016-06-04,6:59:00,5,285,254,25,3,3,80.01,15,200110536,4
2016-06-04,7:14:00,5,303,260,27,8,8,77.63,15,200110536,4
2016-06-04,7:29:00,5,335,306,19,9,1,79.55,15,200110536,4
2016-06-04,7:44:00,5,368,330,24,9,5,79.2,15,200110536,4
2016-06-04,7:59:00,5,293,267,15,4,7,79.09,15,200110536,4
2016-06-04,8:14:00,5,321,284,15,11,11,80.07,15,200110536,4
2016-06-04,8:29:00,5,393,355,23,7,8,80.19,15,200110536,4
2016-06-04,8:44:00,5,381,347,11,10,13,80.12,15,200110536,4
2016-06-04,8:59:00,5,373,341,15,7,10,79.11,15,200110536,4
2016-06-04,9:14:00,5,407,381,14,6,6,79.46,15,200110536,4
2016-06-04,9:29:00,5,401,373,12,5,11,80.55,15,200110536,4
2016-06-04,9:44:00,5,428,403,13,6,6,79.2,15,200110536,4
2016-06-04,9:59:00,5,406,371,22,9,4,80.05,15,200110536,4
2016-06-04,10:14:00,5,444,412,19,7,6,79.29,15,200110536,4
2016-06-04,10:29:00,5,398,381,11,4,2,79.78,15,200110536,4
2016-06-04,10:44:00,5,410,387,12,6,5,78.73,15,200110536,4
2016-06-04,10:59:00,5,385,360,16,4,5,79.62,15,200110536,4
2016-06-04,11:14:00,5,435,403,21,7,4,78.69,15,200110536,4
2016-06-04,11:29:00,5,455,424,16,11,4,79.03,15,200110536,4
2016-06-04,11:44:00,5,443,410,20,7,6,78.48,15,200110536,4
2016-06-04,11:59:00,5,466,439,17,4,6,78.99,15,200110536,4
2016-06-04,12:14:00,5,487,459,12,9,7,79.06,15,200110536,4
2016-06-04,12:29:00,5,447,419,14,12,2,80.03,15,200110536,4
2016-06-04,12:44:00,5,453,430,9,9,5,79.54,15,200110536,4
2016-06-04,12:59:00,5,521,489,20,4,8,79.01,15,200110536,4
2016-06-04,13:14:00,5,438,415,14,7,2,79.33,15,200110536,4
2016-06-04,13:29:00,5,440,410,17,8,5,80.09,15,200110536,4
2016-06-04,13:44:00,5,472,446,12,8,6,79.3,15,200110536,4
2016-06-04,13:59:00,5,442,426,10,5,1,80.55,15,200110536,4
2016-06-04,14:14:00,5,474,449,12,4,9,78.53,15,200110536,4
2016-06-04,14:29:00,5,440,419,12,4,5,79.45,15,200110536,4
2016-06-04,14:44:00,5,469,449,12,4,4,80.19,15,200110536,4
2016-06-04,14:59:00,5,482,461,11,6,4,79.67,15,200110536,4
2016-06-04,15:14:00,5,456,436,11,8,1,80.61,15,200110536,4
2016-06-04,15:29:00,5,482,459,16,6,1,79.25,15,200110536,4
2016-06-04,15:44:00,5,470,442,16,6,6,79.33,15,200110536,4
2016-06-04,15:59:00,5,442,423,9,6,4,79.02,15,200110536,4
2016-06-04,16:14:00,5,402,379,14,2,7,81.08,15,200110536,4
2016-06-04,16:29:00,5,381,360,10,6,5,79.64,15,200110536,4
2016-06-04,16:44:00,5,416,398,12,2,4,79.51,15,200110536,4
2016-06-04,16:59:00,5,406,384,16,3,3,79.78,15,200110536,4
2016-06-04,17:14:00,5,406,392,8,4,2,80.55,15,200110536,4
2016-06-04,17:29:00,5,414,396,10,7,1,78.44,15,200110536,4
2016-06-04,17:44:00,5,408,389,14,3,2,79.55,15,200110536,4
2016-06-04,17:59:00,5,441,421,16,3,1,78.36,15,200110536,4
2016-06-04,18:14:00,5,421,396,13,7,5,79.24,15,200110536,4
2016-06-04,18:29:00,5,410,396,12,2,0,78.83,15,200110536,4
2016-06-04,18:44:00,5,457,439,11,3,4,79.24,15,200110536,4
2016-06-04,18:59:00,5,374,365,5,2,2,79.11,15,200110536,4
2016-06-04,19:14:00,5,380,359,13,2,6,79.85,15,200110536,4
2016-06-04,19:29:00,5,343,329,12,1,1,79.8,15,200110536,4
2016-06-04,19:44:00,5,292,272,12,4,4,80.14,15,200110536,4
2016-06-04,19:59:00,5,335,323,7,2,3,79.57,15,200110536,4
2016-06-04,20:14:00,5,326,306,9,6,5,80.5,15,200110536,4
2016-06-04,20:29:00,5,283,270,5,4,4,81.34,15,200110536,4
2016-06-04,20:44:00,5,238,221,7,4,6,80.36,15,200110536,4
2016-06-04,20:59:00,5,228,221,4,1,2,79.61,15,200110536,4
2016-06-04,21:14:00,5,223,209,8,0,6,82.2,15,200110536,4
2016-06-04,21:29:00,5,187,182,2,2,1,81.21,15,200110536,4
2016-06-04,21:44:00,5,238,222,8,6,2,79.89,15,200110536,4
2016-06-04,21:59:00,5,241,234,4,3,0,80.09,15,200110536,4
2016-06-04,22:14:00,5,235,224,6,0,5,81.34,15,200110536,4
2016-06-04,22:29:00,5,177,167,7,2,1,79.57,15,200110536,4
2016-06-04,22:44:00,5,161,146,7,2,6,80.09,15,200110536,4
2016-06-04,22:59:00,5,163,155,3,3,2,79.55,15,200110536,4
2016-06-04,23:14:00,5,193,177,9,5,2,79.28,15,200110536,4
2016-06-04,23:29:00,5,198,187,6,4,1,78.28,15,200110536,4
2016-06-04,23:44:00,5,225,212,4,1,8,81.47,15,200110536,4
2016-06-04,23:59:00,5,189,176,11,1,1,80.42,15,200110536,4
2016-06-05,0:14:00,5,199,187,8,3,1,78.6,15,200110536,4
2016-06-05,0:29:00,5,162,154,3,4,1,79.85,15,200110536,4
2016-06-05,0:44:00,5,182,172,4,3,3,81.99,15,200110536,4
2016-06-05,0:59:00,5,165,153,6,3,3,80.13,15,200110536,4
2016-06-05,1:14:00,6,161,146,9,3,3,80,15,200110536,4
2016-06-05,1:29:00,6,137,123,8,4,2,81.45,15,200110536,4
2016-06-05,1:44:00,6,98,89,4,4,1,83.29,15,200110536,4
2016-06-05,1:59:00,6,101,92,2,3,4,84.12,15,200110536,4
2016-06-05,2:14:00,6,115,105,5,2,3,80.64,15,200110536,4
2016-06-05,2:29:00,6,84,78,3,2,1,80.11,15,200110536,4
2016-06-05,2:44:00,6,71,61,4,1,5,78.63,15,200110536,4
2016-06-05,2:59:00,6,69,63,5,1,0,83.34,15,200110536,4
2016-06-05,3:14:00,6,47,37,4,2,4,80,15,200110536,4
2016-06-05,3:29:00,6,50,45,2,0,3,80.05,15,200110536,4
2016-06-05,3:44:00,6,87,76,6,2,3,79.76,15,200110536,4
2016-06-05,3:59:00,6,99,95,1,3,0,80.37,15,200110536,4
2016-06-05,4:14:00,6,103,91,5,1,6,82.05,15,200110536,4
2016-06-05,4:29:00,6,90,83,3,3,1,80.9,15,200110536,4
2016-06-05,4:44:00,6,111,104,5,2,0,80.52,15,200110536,4
2016-06-05,4:59:00,6,150,139,7,2,2,84.22,15,200110536,4
2016-06-05,5:14:00,6,142,133,6,2,1,80.21,15,200110536,4
2016-06-05,5:29:00,6,178,164,8,5,1,81.57,15,200110536,4
2016-06-05,5:44:00,6,189,174,5,5,5,81.15,15,200110536,4
2016-06-05,5:59:00,6,194,172,14,3,5,82.15,15,200110536,4
2016-06-05,6:14:00,6,177,162,9,1,5,81.14,15,200110536,4
2016-06-05,6:29:00,6,201,189,7,5,0,81.79,15,200110536,4
2016-06-05,6:44:00,6,266,246,17,1,2,82.22,15,200110536,4
2016-06-05,6:59:00,6,254,236,9,3,6,81.62,15,200110536,4
2016-06-05,7:14:00,6,298,275,15,6,2,80.03,15,200110536,4
2016-06-05,7:29:00,6,331,316,9,3,3,81.1,15,200110536,4
2016-06-05,7:44:00,6,320,298,12,6,4,81.1,15,200110536,4
2016-06-05,7:59:00,6,289,273,9,3,4,81.04,15,200110536,4
2016-06-05,8:14:00,6,302,280,6,8,8,80.52,15,200110536,4
2016-06-05,8:29:00,6,318,301,6,5,6,80.65,15,200110536,4
2016-06-05,8:44:00,6,317,293,7,10,7,81.27,15,200110536,4
2016-06-05,8:59:00,6,336,315,11,3,7,80.55,15,200110536,4
2016-06-05,9:14:00,6,305,281,15,2,7,80.26,15,200110536,4
2016-06-05,9:29:00,6,345,311,17,9,8,80.54,15,200110536,4
2016-06-05,9:44:00,6,337,319,6,3,9,80.35,15,200110536,4
2016-06-05,9:59:00,6,356,336,11,5,4,78.78,15,200110536,4
2016-06-05,10:14:00,6,362,331,20,3,8,78.05,15,200110536,4
2016-06-05,10:29:00,6,339,329,7,1,2,79,15,200110536,4
2016-06-05,10:44:00,6,384,364,10,4,6,80.26,15,200110536,4
2016-06-05,10:59:00,6,376,354,8,8,6,78.95,15,200110536,4
2016-06-05,11:14:00,6,380,358,18,3,1,78.94,15,200110536,4
2016-06-05,11:29:00,6,386,371,7,4,4,78.58,15,200110536,4
2016-06-05,11:44:00,6,409,378,15,8,8,78.29,15,200110536,4
2016-06-05,11:59:00,6,422,402,11,7,2,79.93,15,200110536,4
2016-06-05,12:14:00,6,425,406,13,3,3,79.28,15,200110536,4
2016-06-05,12:29:00,6,477,455,13,6,3,80.99,15,200110536,4
2016-06-05,12:44:00,6,475,455,14,3,3,79.7,15,200110536,4
2016-06-05,12:59:00,6,415,402,8,2,3,79.69,15,200110536,4
2016-06-05,13:14:00,6,471,453,12,2,4,79.76,15,200110536,4
2016-06-05,13:29:00,6,463,432,20,9,2,79.74,15,200110536,4
2016-06-05,13:44:00,6,480,449,16,7,8,80.41,15,200110536,4
2016-06-05,13:59:00,6,425,408,11,1,5,81.75,15,200110536,4
2016-06-05,14:14:00,6,451,424,16,5,6,80.48,15,200110536,4
2016-06-05,14:29:00,6,437,426,6,3,2,80.6,15,200110536,4
2016-06-05,14:44:00,6,440,417,12,5,6,82.73,15,200110536,4
2016-06-05,14:59:00,6,463,445,15,2,1,81.57,15,200110536,4
2016-06-05,15:14:00,6,434,406,14,6,8,81.68,15,200110536,4
2016-06-05,15:29:00,6,414,392,14,4,4,81.61,15,200110536,4
2016-06-05,15:44:00,6,385,370,10,2,3,82.25,15,200110536,4
2016-06-05,15:59:00,6,386,373,10,3,0,80.68,15,200110536,4
2016-06-05,16:14:00,6,394,373,10,5,6,82.26,15,200110536,4
2016-06-05,16:29:00,6,374,358,12,1,3,82.93,15,200110536,4
2016-06-05,16:44:00,6,426,406,11,3,6,81.67,15,200110536,4
2016-06-05,16:59:00,6,450,427,16,3,4,81.28,15,200110536,4
2016-06-05,17:14:00,6,417,396,16,4,1,81.9,15,200110536,4
2016-06-05,17:29:00,6,397,384,6,5,2,81.76,15,200110536,4
2016-06-05,17:44:00,6,400,388,5,5,2,82.14,15,200110536,4
2016-06-05,17:59:00,6,413,394,12,2,5,81.5,15,200110536,4
2016-06-05,18:14:00,6,436,408,15,6,7,81.06,15,200110536,4
2016-06-05,18:29:00,6,439,420,9,6,4,80.2,15,200110536,4
2016-06-05,18:44:00,6,454,431,17,3,3,80.04,15,200110536,4
2016-06-05,18:59:00,6,409,390,10,6,3,79.74,15,200110536,4
2016-06-05,19:14:00,6,441,425,8,2,6,80.68,15,200110536,4
2016-06-05,19:29:00,6,405,386,13,4,2,80.13,15,200110536,4
2016-06-05,19:44:00,6,437,420,6,8,3,80.56,15,200110536,4
2016-06-05,19:59:00,6,399,384,11,1,3,79.95,15,200110536,4
2016-06-05,20:14:00,6,388,376,7,0,5,80.54,15,200110536,4
2016-06-05,20:29:00,6,394,381,12,1,0,79.41,15,200110536,4
2016-06-05,20:44:00,6,330,312,13,2,3,80.31,15,200110536,4
